Complaint ID,Complaint Text,Category
516,HDFC Bank - ATM did not dispense cash but the amount was deducted.,Branch Service Issue
517,Cheque clearance took longer than expected.,Loan Issue
518,ATM did not dispense cash but the amount was deducted.,Net Banking Issue
519,Net banking account got locked without reason.,Net Banking Issue
520,Interest rate on fixed deposit was not updated.,ATM Issue
521,Unauthorized transaction detected on my debit card.,Cheque Issue
522,HDFC Bank - Unauthorized transaction detected on my debit card.,Branch Service Issue
523,HDFC Bank - Unable to update contact details online.,Loan Issue
524,HDFC Bank - Delayed processing of loan application.,Fraudulent Transaction
525,Credit card was blocked without prior notice.,Notification Issue
526,HDFC Bank - Unauthorized transaction detected on my debit card.,Account Issue
527,Interest rate on fixed deposit was not updated.,Loan Issue
528,HDFC Bank - Customer care provided incorrect information.,Cheque Issue
529,Customer support is unreachable most of the time.,Notification Issue
530,Mobile banking app is frequently crashing.,Credit Card Issue
531,Mobile banking app is frequently crashing.,Fraudulent Transaction
532,ATM did not dispense cash but the amount was deducted.,Credit Card Issue
533,Interest rate on fixed deposit was not updated.,Notification Issue
534,Unable to update contact details online.,Credit Card Issue
535,Cheque clearance took longer than expected.,Fraudulent Transaction
536,Delayed processing of loan application.,Customer Service Issue
537,Branch staff was unhelpful and rude.,Customer Service Issue
538,Loan EMI was auto-debited twice.,ATM Issue
539,HDFC Bank - Credit card was blocked without prior notice.,Branch Service Issue
540,HDFC Bank - SMS alerts not received for transactions.,Fraudulent Transaction
541,HDFC Bank - Credit card was blocked without prior notice.,Net Banking Issue
542,HDFC Bank - Delay in issuing new debit card.,Notification Issue
543,Credit card was blocked without prior notice.,Credit Card Issue
544,HDFC Bank - Incorrect deduction of annual credit card fee.,Customer Service Issue
545,Cheque clearance took longer than expected.,Fraudulent Transaction
546,Incorrect charges on my account statement.,Loan Issue
547,Online fund transfer failed but money was debited.,Fraudulent Transaction
548,HDFC Bank - Incorrect deduction of annual credit card fee.,Credit Card Issue
549,Incorrect charges on my account statement.,Cheque Issue
550,Credit limit was reduced without notification.,Cheque Issue
551,Incorrect deduction of annual credit card fee.,Branch Service Issue
552,Incorrect charges on my account statement.,Cheque Issue
553,HDFC Bank - Net banking account got locked without reason.,ATM Issue
554,Incorrect deduction of annual credit card fee.,Customer Service Issue
555,Incorrect charges on my account statement.,Customer Service Issue
556,Net banking account got locked without reason.,Account Issue
557,ATM did not dispense cash but the amount was deducted.,Loan Issue
558,HDFC Bank - Online fund transfer failed but money was debited.,Credit Card Issue
559,Branch staff was unhelpful and rude.,Cheque Issue
560,Net banking account got locked without reason.,Branch Service Issue
561,Customer care provided incorrect information.,Notification Issue
562,Delayed processing of loan application.,Credit Card Issue
563,Cash deposit machine was not working properly.,Net Banking Issue
564,Loan EMI was auto-debited twice.,Net Banking Issue
565,ATM did not dispense cash but the amount was deducted.,Branch Service Issue
566,Customer support is unreachable most of the time.,Loan Issue
567,Cash deposit machine was not working properly.,Net Banking Issue
568,Unauthorized transaction detected on my debit card.,Net Banking Issue
569,HDFC Bank - Incorrect charges on my account statement.,Credit Card Issue
570,Branch staff was unhelpful and rude.,Cheque Issue
571,Net banking account got locked without reason.,Fraudulent Transaction
572,Delayed processing of loan application.,Net Banking Issue
573,Incorrect deduction of annual credit card fee.,ATM Issue
574,SMS alerts not received for transactions.,ATM Issue
575,Incorrect charges on my account statement.,Fraudulent Transaction
576,Branch staff was unhelpful and rude.,ATM Issue
577,HDFC Bank - SMS alerts not received for transactions.,Net Banking Issue
578,HDFC Bank - Delayed processing of loan application.,Customer Service Issue
579,Incorrect charges on my account statement.,Cheque Issue
580,HDFC Bank - Unable to update contact details online.,Loan Issue
581,HDFC Bank - Net banking account got locked without reason.,Loan Issue
582,Online fund transfer failed but money was debited.,Net Banking Issue
583,Interest rate on fixed deposit was not updated.,Account Issue
584,ATM did not dispense cash but the amount was deducted.,Notification Issue
585,Delayed processing of loan application.,Net Banking Issue
586,Online fund transfer failed but money was debited.,Net Banking Issue
587,Unauthorized transaction detected on my debit card.,Notification Issue
588,Delay in issuing new debit card.,Customer Service Issue
589,Cheque clearance took longer than expected.,Account Issue
590,Unauthorized transaction detected on my debit card.,Loan Issue
591,Unauthorized transaction detected on my debit card.,ATM Issue
592,Incorrect charges on my account statement.,Customer Service Issue
593,HDFC Bank - Unauthorized transaction detected on my debit card.,Cheque Issue
594,Delayed processing of loan application.,ATM Issue
595,Cash deposit machine was not working properly.,Notification Issue
596,Interest rate on fixed deposit was not updated.,Customer Service Issue
597,Credit card was blocked without prior notice.,Loan Issue
598,Online fund transfer failed but money was debited.,Cheque Issue
599,Net banking account got locked without reason.,Account Issue
600,HDFC Bank - Customer care provided incorrect information.,Loan Issue
601,Incorrect charges on my account statement.,Account Issue
602,Interest rate on fixed deposit was not updated.,Branch Service Issue
603,Loan EMI was auto-debited twice.,Net Banking Issue
604,HDFC Bank - Credit limit was reduced without notification.,Fraudulent Transaction
605,Delayed processing of loan application.,Branch Service Issue
606,Delayed processing of loan application.,Net Banking Issue
607,Online fund transfer failed but money was debited.,Cheque Issue
608,Unable to update contact details online.,Account Issue
609,HDFC Bank - Cash deposit machine was not working properly.,Credit Card Issue
610,Incorrect charges on my account statement.,Account Issue
611,Unable to update contact details online.,Account Issue
612,Cheque clearance took longer than expected.,Cheque Issue
613,HDFC Bank - Delay in issuing new debit card.,ATM Issue
614,HDFC Bank - Credit card was blocked without prior notice.,Account Issue
615,Loan EMI was auto-debited twice.,Fraudulent Transaction
616,Credit card was blocked without prior notice.,Loan Issue
617,Mobile banking app is frequently crashing.,Credit Card Issue
618,HDFC Bank - Credit limit was reduced without notification.,Fraudulent Transaction
619,Loan EMI was auto-debited twice.,Loan Issue
620,ATM did not dispense cash but the amount was deducted.,Customer Service Issue
621,Delayed processing of loan application.,Account Issue
622,HDFC Bank - Delayed processing of loan application.,Fraudulent Transaction
623,Online fund transfer failed but money was debited.,Cheque Issue
624,Delayed processing of loan application.,Customer Service Issue
625,HDFC Bank - Online fund transfer failed but money was debited.,Account Issue
626,Customer support is unreachable most of the time.,Account Issue
627,HDFC Bank - ATM did not dispense cash but the amount was deducted.,Fraudulent Transaction
628,Online fund transfer failed but money was debited.,Customer Service Issue
629,Mobile banking app is frequently crashing.,Net Banking Issue
630,Online fund transfer failed but money was debited.,Credit Card Issue
631,Net banking account got locked without reason.,Account Issue
632,HDFC Bank - Cash deposit machine was not working properly.,Net Banking Issue
633,HDFC Bank - Online fund transfer failed but money was debited.,Cheque Issue
634,Interest rate on fixed deposit was not updated.,Loan Issue
635,Branch staff was unhelpful and rude.,Loan Issue
636,HDFC Bank - Credit limit was reduced without notification.,Customer Service Issue
637,Unauthorized transaction detected on my debit card.,Credit Card Issue
638,HDFC Bank - Delayed processing of loan application.,ATM Issue
639,SMS alerts not received for transactions.,Account Issue
640,SMS alerts not received for transactions.,ATM Issue
641,Interest rate on fixed deposit was not updated.,Account Issue
642,HDFC Bank - Incorrect charges on my account statement.,Fraudulent Transaction
643,Delayed processing of loan application.,ATM Issue
644,HDFC Bank - Net banking account got locked without reason.,Customer Service Issue
645,Cheque clearance took longer than expected.,Cheque Issue
646,Branch staff was unhelpful and rude.,Credit Card Issue
647,Incorrect charges on my account statement.,ATM Issue
648,Customer care provided incorrect information.,Customer Service Issue
649,Loan EMI was auto-debited twice.,Fraudulent Transaction
650,Delayed processing of loan application.,Notification Issue
651,Cheque clearance took longer than expected.,ATM Issue
652,HDFC Bank - Incorrect deduction of annual credit card fee.,Fraudulent Transaction
653,Online fund transfer failed but money was debited.,ATM Issue
654,Credit limit was reduced without notification.,Loan Issue
655,Mobile banking app is frequently crashing.,Notification Issue
656,HDFC Bank - Unauthorized transaction detected on my debit card.,Branch Service Issue
657,Delay in issuing new debit card.,Cheque Issue
658,ATM did not dispense cash but the amount was deducted.,Net Banking Issue
